class,alternative_terms,comments,definitions,editor_notes,has_broad_synonyms,has_exact_synonyms,has_narrow_synonyms,has_related_synonyms,hasSynonyms,in_subsets,labels,superclasses
ENVO_03000143,,"The term generally refers to the portions of the Earth where water is in solid form, including snow cover, floating ice, glaciers, ice caps, ice sheets, seasonally frozen ground and perennially frozen ground (permafrost). The Cryosphere may be divided into the cryoatmosphere, the cryohydrosphere (snow cover, glaciers, and river, lake and sea Ice) and the cryolithosphere (perennially and seasonally cryotic ground, rock glacier). Some definitions consider the cryosphere to include any area of Earth which is sufficiently cold for pure water to freeze for at least a part of each year. It should be noted that ""Some authorities exclude the earth's atmosphere from the Earth's Cryosphere; others restrict the term Cryosphere to the regions of the earth's crust where Permafrost exists.""

Definitions of Cryosphere come from several glossaries including:
- PhysicalGeography.net http://physicalgeography.net/
-  van Everdingen, Robert, ed., 2005 (1998 revised May 2005). Multi-language glossary of permafrost and related ground-ice terms. Boulder, CO: National Snow and Ice Data Center/World Data Center for Glaciology. [https://globalcryospherewatch.org/reference/glossary_docs/Glossary_of_Permafrost_and_Ground-Ice_IPA_2005.pdf]
- American Meteorological Society, 2015. Glossary of Meteorology [online], Available at: http://glossary.ametsoc.org/wiki/Main_Page. [Accessed 27/01/2017].
- EU Climate-ADAPT (The European Climate Adaptation Platform), no date, Glossary, Available from: http://climate-adapt.eea.europa.eu/glossary
- IPCC, 2014: Annex II: Glossary [Agard, J., Schipper, E. L. F., (ed.)]. In: Climate Change 2014: Impacts, Adaptation, and Vulnerability. Contribution of Working Group II to the Fifth Assessment Report of the Intergovernmental Panel on Climate Change [Birkmann, J., Campos, M., Dubeux, C., Nojiri, Y., Olsson, L., Osman-Elasha, B., Pelling, M., Prather, M. J., Rivera-Ferre M. G., Ruppel, O. C., Sallenger, A., Smith, K. R., St. Clair, A. L.,]. Cambridge University Press, Cambridge, United Kingdom and New York, NY, USA. [Link]
- NSIDC, The National Snow and Ice Data Center glossary is available at https://nsidc.org/cryosphere/glossary, Last accessed [26/01/2016].
- Trombotto, D., P. Wainstein & L. Arenson, 2014, Guía Terminológica de la Geocriología Sudamericana” / “Terminological Guide of the South American Geocryology, 1a ed. 128 pp. [Link]
- UNESCO-WMO, 2012, International Glossary of Hydrology, 3rd edition, WMO-No. 385. [Link]",An astronomical body part which is composed primarily of environmental materials in their frozen form.,"For the moment the definition links to liquid water but in the future we might need to link to other materials for other planets, e.g., Mars. Need to make this planet agnostic. Might want to not have the definition link to years as some astronomical body parts might not be in systems with years.

Note that in a strict sense, rocks are also frozen but in a practical sense we use terms like ""solidified"". This maybe something to revist if we add more astrogelogical content.",,,,,,"envoPolar, envoCryo",cryosphere,ENVO_01000813
ENVO_03000144,,,A cryosphere which is part of a planet.,Replacement for ENVO:01000818,,,,,,"envoPolar, envoCryo",planetary cryosphere,ENVO_03000143
ENVO_03000145,,"The threshold at which land is considered covered by snow varies. Please define such thresholds on the instance level, or request a subclass of this class if a threshold you know of is used by a large community of practice or in an official definition. This is one of three classes representing the idea of snow cover in the GCW glossary in addition to depth of snow and snow cover. In the GCW this refers to 1. The areal extent of snow-covered ground, usually expressed as percent of total area in a given region.",Land which is covered or partially covered by snow.,,,"area of snow cover, land covered by snow, snow covered land",,,,"envoPolar, envoCryo",snow-covered land,ENVO_01001785
ENVO_03400001,,,An area of tundra which is present in a region subject to alpine conditions.,,,,,,,,area of alpine tundra,ENVO_00000112
ENVO_03400002,,,An area of tundra which is present in a region subject to polar conditions.,,,,,,,,area of polar tundra,ENVO_00000112
ENVO_03400005,,"They may be spherical, irregular, or (rarely) conical in shape. Ice pellets usually bounce when hitting hard ground and make a sound upon impact. They can fall as continuous precipitation or in showers. Now internationally recognized, ice pellets includes two basically different types of precipitation, known in the United States as 1) sleet or grains of ice, generally transparent, globular, solid grains of ice that have formed from the freezing of raindrops or the refreezing of largely melted snowflakes when falling through a below-freezing layer of air near the earth's surface; and 2) small hail, generally translucent particles, consisting of snow pellets encased in a thin layer of ice. The ice layer may form either by the accretion of droplets upon the snow pellet or by the melting and refreezing of the surface of the snow pellet.","An ice mass which is 1) transparent or translucent, 2) rounded, spherically, or cylindrically shaped, and 3) less than 5 milimetres in diameter.",,,,,"grain of ice, ice grain, sleet, small hail",,"envoPolar, envoCryo",ice pellet,ENVO_01000293
ENVO_03400012,,Nearly always formed within cumulonimbus clouds. Typically have a diameter ranging between 5 and 50 millimeters.,"An ice mass which 1) occurs in a ball-shape or irregular lump, 2) has a minimum diameter of 5 millimeters (or 0.2 inches), and 3) is formed within convective clouds.",,,,,,,"envoPolar, envoCryo",hail stone,ENVO_01000293
ENVO_03400015,,"The size of sleet pellets are considered to be, at most, the size of a pea, although thresholds vary across cultures.",An ice mass which is primarily composed of frozen or mostly frozen raindrops or refrozen partially melted snowflakes.,,sleet,,,,,"envoPolar, envoCryo",sleet pellet,ENVO_01000293
ENVO_03400016,,,An environmental zone which is covered or partially covered by ice.,,,,,,,"envoPolar, envoCryo",area of ice cover,ENVO_01003020
ENVO_03500001,,,A park which has been designed for the recreation of children.,,,,,,,,playground,ENVO_00000562
ENVO_03500002,,,A park which is owned by a governmental or state entity and which is accessible by its citizenry (i.e. the public).,,,,,,,,public park,ENVO_00000562
ENVO_03500003,,,A sports facility which has been constructed for sports that require large outdoor spaces and is owned by a governmental or state entity and which is accessible by its citizenry (i.e. the public).,,,,,,,,public sports field,ENVO_00000565
ENVO_03500004,,,A constructed pavement which is intended for bicycle traffic,,,,,,,,bike path,ENVO_01001272
ENVO_03500006,,,An anthropogenic environment in which populations of humans have limited acess to affordable and nutritious food.,,,,,,,,food desert,ENVO_01000313
ENVO_03500007,,,An environment in which entities are exposed to either excessive or constant sound.,,,,,,,,noisy environment,ENVO_01000997
ENVO_03500008,,,An environment in which humans have a low likelihood of being harmed or killed.,,,,,,,,safe environment for human presence,ENVO_01001839
ENVO_03500009,,,An environment which includes components which are deemed to be aesthetically pleasing by a population of humans.,,,,,,,,attractive environment,ENVO_01000997
ENVO_03500010,,"Typically, the material entities which intercept the star's radiation are located far closer to the shaded environment than the star itself. For example, trees shading the understory or awnings shading restaurant seating.",An environmental system which is shielded from direct stellar irradiation by material entities.,"Requested a ""shaded"" quality in PATO: https://github.com/pato-ontology/pato/issues/285",,shaded environment,,,,,shady environment,ENVO_01000997
ENVO_03500011,,,An environment in which humans are exposed to regularly occurring physical or emotional violence.,,,,,,,,violent environment,ENVO_01000997
ENVO_03501100,,,"A merchant vessel which is used to carry passengers, vehicles, or cargo across a body of water.",,,,,,,,ferry,ENVO_03501105
ENVO_03501101,,,An environmental system which is not sheltered.,,,,,,,,outdoor environment,ENVO_01000254
ENVO_03501102,,"These tunnels are usually semi-circular, square or elongated in shape. These are not subclasses of ENVO:tunnel as they are not built underground or underwater.",An industrial building made from steel and covered in polyethylene used for plant cultivation.,,,"grow tunnel, high tunnel, hoop greenhouse, hoophouse, polyhouse",,,,,polytunnel,ENVO_00003861
ENVO_03501103,,,A motor vehicle which is equipped with medical equipment and can be used to transport humans to treatment facilities.,,,,,,,,ambulance,ENVO_01000601
ENVO_03501104,,,A boat which provides short-term residential and entertainment facilities to passengers.,,cruise ship,,,,,,recreational cruise ship,ENVO_01000608
ENVO_03501105,,,A transport boat which can be hired.,,,"merchant ship, merchantman, trading vessel",,,,,merchant vessel,ENVO_03501325
ENVO_03501107,,,A vehicle which locomotes using rails and consists of a series of connected compartments used to transport passengers or cargo.,,,,,,,,train,ENVO_01000604
ENVO_03501108,,,A train which is capable of and used for passenger transport.,,,,,,,,passenger train,ENVO_03501107
ENVO_03501109,,,A passenger train which runs along an undergroud rail system.,,,"subway, tube train, underground train","London Underground, SkyTrain, Tube, U-Bahn, Underground, metropolitana",,,,subway train,"ENVO_01000813, ENVO_03501108"
ENVO_03501110,,,A system which has components that have been constructed to allow the movement of people or goods.,,,,,,,,constructed transport system,RO_0002577
ENVO_03501111,,,A constructed transport system which is owned by a government or other form of public representation.,,,"public transport, public transportation",,,,,public transit system,"ENVO_01000813, ENVO_03501110"
ENVO_03501112,,,A bus which is part of public infrastructure.,,,"public autobus, public motorbus, public multibus, public omnibus",,,,,public bus,ENVO_01000611
ENVO_03501113,,,A ferry which is owned by a government or other form of public representation.,,,,,,,,public ferry,ENVO_03501100
ENVO_03501114,,,A train which is owned by a government or other form of public representation.,,,,,,,,public train,ENVO_03501107
ENVO_03501115,,,A subway train which is owned by a government or other form of public representation.,,,,,,,,public subway train,ENVO_03501109
ENVO_03501116,,,A public transit system which is owned by a government or other form of public representation.,,,"MRT, mass rapid transit, metro","heavy rail, light rail, medium-capacity rail",,,,rapid transit system,ENVO_03501111
ENVO_03501117,,,A place where passengers and cargo are exchanged between vehicles or/and between transport modes.,,,transport interchange,,,,,transport hub,ENVO_00000070
ENVO_03501118,,,A transport hub which is part of public infrastructure.,,,public transport interchange,,,,,public transport hub,ENVO_03501117
ENVO_03501119,,,A research station in which food production and/or agribusinness research is performed.,,,"AES, ARS, agricultural research station, research farm",,,,,agricultural experimental station,ENVO_00003919
ENVO_03501120,,,A farm which produces milk or products derived from milk.,,,,,,,,dairy farm,ENVO_00000078
ENVO_03501121,,,A building part which is a narrow hall or passage in a building with rooms leading off it.,,"hall, passage",hallway,,,,,building corridor,ENVO_01000420
ENVO_03501122,,"The ""airport"" term is usually associated with commercial air transport, while ""militairy airport"" and ""airbase"" cover militairy air force facilities.",A human construction with extended facilities from which aircraft flight operations take place.,,"aerodrome, airdrome",,,,,,airport,ENVO_00000070
ENVO_03501123,,,An industrial building in an airport where passengers transfer between facilities and vehicles.,,,,,,,,airport terminal,ENVO_00003861
ENVO_03501124,,,An industrial building which provides travelers with access to airplanes.,,,,,,,,airport concourse,ENVO_00003861
ENVO_03501125,,,A room in an airport where en-route passengers can wait between flights..,,transit lounge,airport transit room,,,,,airport transit lounge,ENVO_01000426
ENVO_03501126,,,A building which is primarily used for Christian religious activities.,,,"church, church house",,,,,church building,ENVO_00000073
ENVO_03501127,,,A building which accomodates conferences.,,,"conference center, conference centre",,,,,conference venue,ENVO_00000073
ENVO_03501128,,,A room which accommodates conferences.,,,"conference hall, meeting room",,,,,conference room,ENVO_01000426
ENVO_03501129,,,A human construction in which people are educated.,,,,,,,,educational facility,ENVO_00000070
ENVO_03501130,,,An institutional building in which students are educated.,,school,,,,,,school building,ENVO_03501129
ENVO_03501131,,,An institutional building in which university services are performed.,,,"campus building, university college building",,,,,university building,ENVO_03501197
ENVO_03501132,,,"An institutional building in which firefighting apparati are stored, and which may include staff living spaces.",,,"engine house, fire hall, fire house, firemen's hall",,,,,fire station,ENVO_03501197
ENVO_03501133,,,An institutional building which temporarily houses homeless people.,,,,,,,,homeless shelter,ENVO_03501197
