ontology_class_slug	ontology_class_label	mixs_context_label	mixs_environment_label	claude-3-opus-20240229|2024-05-07T11:45 EDT	claude-3-opus-20240229|2024-05-07T17:00 EDT	claude-3-opus-20240229|2024-05-07T18:40 EDT	claude-3-opus-20240229|2024-05-08T09:30 EDT	expand-subset|2024-05-09T16:48 EDT
ENVO_03501294	preprocessing plant	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501294	preprocessing plant	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501294	preprocessing plant	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501295	processing plant	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501295	processing plant	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501295	processing plant	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501295	processing plant	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501296	cheese processing plant	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501296	cheese processing plant	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501296	cheese processing plant	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501296	cheese processing plant	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501297	meat processing plant	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501297	meat processing plant	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501297	meat processing plant	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501297	meat processing plant	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501299	charcuterie shop	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501299	charcuterie shop	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501299	charcuterie shop	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501299	charcuterie shop	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501300	manure	env_medium	Agriculture		0.9|Manure is a common environmental medium in livestock farming and is often used as a fertilizer.			
ENVO_03501324	latex	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_0010001/anthropogenic environmental material @ 0.8
ENVO_03501337	temple	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501337	temple	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501337	temple	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501337	temple	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501340	community service centre	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501340	community service centre	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501340	community service centre	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501340	community service centre	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501342	dormitory	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_01000426/room @ 0.9
ENVO_03501342	dormitory	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_01000426/room @ 0.95
ENVO_03501344	insecure housing	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501344	insecure housing	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501344	insecure housing	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501344	insecure housing	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501345	temporary residence	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501345	temporary residence	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501345	temporary residence	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501345	temporary residence	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501347	hotel	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501347	hotel	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501347	hotel	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501347	hotel	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501352	animal rescue shelter	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501352	animal rescue shelter	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501352	animal rescue shelter	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501352	animal rescue shelter	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501370	stagnant water	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.9
ENVO_03501370	stagnant water	env_medium	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.6
ENVO_03501370	stagnant water	env_medium	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.8
ENVO_03501370	stagnant water	env_medium	HydrocarbonResourcesFluidsSwabs					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.9
ENVO_03501370	stagnant water	env_medium	MicrobialMatBiofilm					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.8
ENVO_03501370	stagnant water	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.9
ENVO_03501370	stagnant water	env_medium	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 1.0
ENVO_03510000	wood dust	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002008/dust @ 0.7
ENVO_03510006	diesel fuel	env_medium	HydrocarbonResourcesCores					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002985/oil @ 0.9
ENVO_03510006	diesel fuel	env_medium	HydrocarbonResourcesFluidsSwabs					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002985/oil @ 1.0
ENVO_03510007	gasoline	env_medium	HydrocarbonResourcesCores					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002985/oil @ 0.9
ENVO_03510007	gasoline	env_medium	HydrocarbonResourcesFluidsSwabs					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002985/oil @ 1.0
ENVO_03510029	primer (paint)	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_0010001/anthropogenic environmental material @ 0.8
ENVO_03510031	oil-based paint	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_0010001/anthropogenic environmental material @ 0.8
ENVO_03510032	acrylic paint	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_0010001/anthropogenic environmental material @ 0.8
ENVO_03510033	luminescent paint	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_0010001/anthropogenic environmental material @ 0.8
ENVO_03510036	rock dust	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002008/dust @ 0.7
ENVO_03510055	rubber cement	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_0010001/anthropogenic environmental material @ 0.8
ENVO_03510056	methyl cellulose paste	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_0010001/anthropogenic environmental material @ 0.8
ENVO_03510057	permanent hair dye	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_0010001/anthropogenic environmental material @ 0.8
ENVO_03510058	pharmaceutical ink	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_0010001/anthropogenic environmental material @ 0.8
ENVO_03510060	gel ink	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_0010001/anthropogenic environmental material @ 0.8
ENVO_03510061	soy ink	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_0010001/anthropogenic environmental material @ 0.8
ENVO_03510062	aqueous inkjet printer ink	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_0010001/anthropogenic environmental material @ 0.8
ENVO_03510070	toxic waste	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002264/waste material @ 0.6
ENVO_03600001	chemically contaminated sediment	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002007/sediment @ 0.8
ENVO_03600001	chemically contaminated sediment	env_medium	HostAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002007/sediment @ 0.6
ENVO_03600001	chemically contaminated sediment	env_medium	HydrocarbonResourcesCores					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002007/sediment @ 0.9
ENVO_03600001	chemically contaminated sediment	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002007/sediment @ 0.8
ENVO_03600001	chemically contaminated sediment	env_medium	Sediment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002114/chemically enriched sediment @ 0.9
ENVO_03600001	chemically contaminated sediment	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002007/sediment @ 0.7
ENVO_03600002	cooling water	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.9
ENVO_03600002	cooling water	env_medium	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.6
ENVO_03600002	cooling water	env_medium	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.8
ENVO_03600002	cooling water	env_medium	HydrocarbonResourcesFluidsSwabs					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.9
ENVO_03600002	cooling water	env_medium	MicrobialMatBiofilm					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.8
ENVO_03600002	cooling water	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.9
ENVO_03600002	cooling water	env_medium	Water		0.7|Cooling water is water used for cooling purposes in industrial processes or power plants and may be a relevant environmental medium in some applied water quality studies.			0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 1.0
ENVO_03600004	drinking water treatment plant	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03600004	drinking water treatment plant	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03600004	drinking water treatment plant	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03600004	drinking water treatment plant	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03600006	food waste	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002264/waste material @ 0.6
ENVO_03600007	formation fluid	env_medium	HydrocarbonResourcesCores		0.8|Formation fluids, which can include water, oil, and gas, may be present in the pore spaces of rocks in hydrocarbon resource cores.			
ENVO_03600007	formation fluid	env_medium	HydrocarbonResourcesFluidsSwabs		1.0|Formation fluids, which include water, oil, and gas in various proportions, are the primary environmental media in hydrocarbon resource fluids and swabs.			
ENVO_03600009	interstitial water	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.9
ENVO_03600009	interstitial water	env_medium	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.6
ENVO_03600009	interstitial water	env_medium	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.8
ENVO_03600009	interstitial water	env_medium	HydrocarbonResourcesFluidsSwabs		0.8|Interstitial water, which is the water trapped in the pore spaces of rocks, may be sampled in hydrocarbon resource fluids and swabs.			0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.9
ENVO_03600009	interstitial water	env_medium	MicrobialMatBiofilm					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.8
ENVO_03600009	interstitial water	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.9
ENVO_03600009	interstitial water	env_medium	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 1.0
ENVO_03600015	polluted river	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000029/watercourse @ 0.9
ENVO_03600016	saprolite	env_medium	HydrocarbonResourcesCores					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001995/rock @ 1.0
ENVO_03600020	tailings dam	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000074/dam @ 0.7
ENVO_03600031	earth-filled dam	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000074/dam @ 0.7
ENVO_03600032	embankment dam	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000074/dam @ 0.7
ENVO_03600035	cold room	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_01000426/room @ 0.9
ENVO_03600035	cold room	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_01000426/room @ 0.95
ENVO_03600036	pathogen-suppressive soil	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_03600036	pathogen-suppressive soil	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_03600036	pathogen-suppressive soil	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_03600036	pathogen-suppressive soil	env_medium	Soil		0.7|Pathogen-suppressive soil is a type of soil that has properties inhibiting the growth or activity of plant pathogens, which may be of interest in some agricultural soil studies.			0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_03600037	eutrophic pond	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000033/pond @ 0.8
ENVO_03600041	marine lake	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000020/lake @ 0.95
ENVO_03600042	marine lake water	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.9
ENVO_03600042	marine lake water	env_medium	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.6
ENVO_03600042	marine lake water	env_medium	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.8
ENVO_03600042	marine lake water	env_medium	HydrocarbonResourcesFluidsSwabs					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.9
ENVO_03600042	marine lake water	env_medium	MicrobialMatBiofilm					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.8
